01175,2013,2013,NAIS1319,56
01175,2008,2008,NAIS0813,48
01175,2008,2008,DECE0813,24
01175,1999,1999,DECE9908,47
01177,2013,2013,NAIS1319,8
01177,2008,2008,NAIS0813,17
01177,2008,2008,DECE0813,4
01177,1999,1999,DECE9908,12
01179,2013,2013,NAIS1319,98
01179,2008,2008,NAIS0813,97
01179,2008,2008,DECE0813,58
01179,1999,1999,DECE9908,101
01180,2013,2013,NAIS1319,25
01180,2008,2008,NAIS0813,26
01180,2008,2008,DECE0813,10
01180,1999,1999,DECE9908,33
01181,2013,2013,NAIS1319,54
01181,2008,2008,NAIS0813,60
01181,2008,2008,DECE0813,19
01181,1999,1999,DECE9908,36
01183,2013,2013,NAIS1319,99
01183,2008,2008,NAIS0813,97
01183,2008,2008,DECE0813,32
01183,1999,1999,DECE9908,59
01184,2013,2013,NAIS1319,39
01184,2008,2008,NAIS0813,44
01184,2008,2008,DECE0813,22
01184,1999,1999,DECE9908,49
01185,2013,2013,NAIS1319,234
01185,2008,2008,NAIS0813,248
01185,2008,2008,DECE0813,317
01185,1999,1999,DECE9908,562
01187,2013,2013,NAIS1319,35
01187,2008,2008,NAIS0813,31
01187,2008,2008,DECE0813,37
01187,1999,1999,DECE9908,72
01188,2013,2013,NAIS1319,42
01188,2008,2008,NAIS0813,41
01188,2008,2008,DECE0813,17
01188,1999,1999,DECE9908,33
01189,2013,2013,NAIS1319,78
01189,2008,2008,NAIS0813,65
01189,2008,2008,DECE0813,26
01189,1999,1999,DECE9908,49
01190,2013,2013,NAIS1319,3
01190,2008,2008,NAIS0813,5
01190,2008,2008,DECE0813,7
01190,1999,1999,DECE9908,14
01191,2013,2013,NAIS1319,12
01191,2008,2008,NAIS0813,12
01191,2008,2008,DECE0813,7
01191,1999,1999,DECE9908,18
01192,2013,2013,NAIS1319,139
01192,2008,2008,NAIS0813,165
01192,2008,2008,DECE0813,51
01192,1999,1999,DECE9908,97
01193,2013,2013,NAIS1319,6
01193,2008,2008,NAIS0813,7
01193,2008,2008,DECE0813,7
01193,1999,1999,DECE9908,11
01194,2013,2013,NAIS1319,435
01194,2008,2008,NAIS0813,351
01194,2008,2008,DECE0813,183
01194,1999,1999,DECE9908,266
01195,2013,2013,NAIS1319,103
01195,2008,2008,NAIS0813,80
01195,2008,2008,DECE0813,103
01195,1999,1999,DECE9908,158
01196,2013,2013,NAIS1319,89
01196,2008,2008,NAIS0813,90
01196,2008,2008,DECE0813,35
01196,1999,1999,DECE9908,59
01197,2013,2013,NAIS1319,22
01197,2008,2008,NAIS0813,19
01197,2008,2008,DECE0813,5
01197,1999,1999,DECE9908,23
01198,2013,2013,NAIS1319,22
01198,2008,2008,NAIS0813,22
01198,2008,2008,DECE0813,9
01198,1999,1999,DECE9908,22
01199,2013,2013,NAIS1319,146
01199,2008,2008,NAIS0813,133
01199,2008,2008,DECE0813,139
01199,1999,1999,DECE9908,229
01200,2013,2013,NAIS1319,7
01200,2008,2008,NAIS0813,20
01200,2008,2008,DECE0813,3
01200,1999,1999,DECE9908,15
01202,2013,2013,NAIS1319,516
01202,2008,2008,NAIS0813,435
01202,2008,2008,DECE0813,345
01202,1999,1999,DECE9908,494
01203,2013,2013,NAIS1319,79
01203,2008,2008,NAIS0813,56
01203,2008,2008,DECE0813,25
01203,1999,1999,DECE9908,42
01204,2013,2013,NAIS1319,39
01204,2008,2008,NAIS0813,51
01204,2008,2008,DECE0813,16
01204,1999,1999,DECE9908,43
01206,2013,2013,NAIS1319,19
01206,2008,2008,NAIS0813,14
01206,2008,2008,DECE0813,10
01206,1999,1999,DECE9908,19
01207,2013,2013,NAIS1319,30
01207,2008,2008,NAIS0813,15
01207,2008,2008,DECE0813,7
01207,1999,1999,DECE9908,14
01208,2013,2013,NAIS1319,2
01208,2008,2008,NAIS0813,10
01208,2008,2008,DECE0813,11
01208,1999,1999,DECE9908,12
01209,2013,2013,NAIS1319,62
01209,2008,2008,NAIS0813,41
01209,2008,2008,DECE0813,16
01209,1999,1999,DECE9908,30
01210,2013,2013,NAIS1319,14
01210,2008,2008,NAIS0813,9
01210,2008,2008,DECE0813,9
01210,1999,1999,DECE9908,16
01211,2013,2013,NAIS1319,81
01211,2008,2008,NAIS0813,82
01211,2008,2008,DECE0813,34
01211,1999,1999,DECE9908,74
01212,2013,2013,NAIS1319,58
01212,2008,2008,NAIS0813,43
01212,2008,2008,DECE0813,18
01212,1999,1999,DECE9908,66
01213,2013,2013,NAIS1319,92
01213,2008,2008,NAIS0813,75
01213,2008,2008,DECE0813,29
01213,1999,1999,DECE9908,41
01214,2013,2013,NAIS1319,13
01214,2008,2008,NAIS0813,8
01214,2008,2008,DECE0813,13
01214,1999,1999,DECE9908,8
01215,2013,2013,NAIS1319,10
01215,2008,2008,NAIS0813,1
01215,2008,2008,DECE0813,6
01215,1999,1999,DECE9908,8
01216,2013,2013,NAIS1319,41
